geneid	chr	s1	s2
ENSG00000175215	chr12	57819927	57846739
ENSG00000175216	chr11	46743048	46846308
ENSG00000175220	chr11	46677080	46700615
ENSG00000175221	chr19	867630	893218
ENSG00000175224	chr11	46617527	46674818
ENSG00000175274	chr11	44885903	44951306
ENSG00000175283	chr9	128945530	128947619
ENSG00000175287	chr9	128920895	128942041
ENSG00000175309	chr5	178208497	178232791
ENSG00000175324	chr8	38163321	38176730
ENSG00000175334	chr11	66002079	66004149
ENSG00000175348	chr11	8947294	8965011
ENSG00000175352	chr11	8980576	9004049
ENSG00000175354	chr18	12785478	12929643
ENSG00000175356	chr11	9020391	9138114
ENSG00000175376	chr11	65996545	66002176
ENSG00000175387	chr18	47808957	47931146
ENSG00000175390	chr11	7970251	8001862
ENSG00000175395	chr10	37949572	37976633
ENSG00000175414	chr5	176365468	176401865
ENSG00000175416	chr5	176392455	176416569
ENSG00000175426	chr5	96390415	96434143
ENSG00000175455	chr3	123897305	123961408
ENSG00000175467	chr11	65961689	65979828
ENSG00000175470	chr10	131900644	131959834
ENSG00000175471	chr5	94703741	95284575
ENSG00000175482	chr11	67350777	67356972
ENSG00000175497	chr2	114442299	115845752
ENSG00000175538	chr11	74454841	74467729
ENSG00000175548	chr12	38316578	38329728
ENSG00000175550	chr11	65919257	65921561
ENSG00000175567	chr11	73974667	73983307
ENSG00000175573	chr11	65916808	65919117
ENSG00000175575	chr11	73876699	73931124
ENSG00000175581	chr11	73787316	73865133
ENSG00000175582	chr11	73675638	73761137
ENSG00000175592	chr11	65892049	65900573
ENSG00000175595	chr16	13920157	13952345
ENSG00000175600	chr7	40134977	40860763
ENSG00000175602	chr11	65890112	65891635
ENSG00000175606	chr8	73972437	73982783
ENSG00000175634	chr11	67428460	67435408
ENSG00000175662	chr17	17843511	17972422
ENSG00000175701	chr2	110211529	110245420
ENSG00000175727	chr12	122078722	122147347
ENSG00000175745	chr5	93583224	93594615
ENSG00000175756	chr1	1373730	1375495
ENSG00000175764	chr9	121821928	122093606
ENSG00000175768	chr9	37582646	37592642
ENSG00000175782	chr12	68746106	68793964
ENSG00000175792	chr3	128064778	128153914
ENSG00000175806	chr8	10054268	10428891
ENSG00000175826	chr17	7243591	7252491
ENSG00000175832	chr17	43527844	43579620
ENSG00000175854	chr9	128275379	128288990
ENSG00000175866	chr17	81035122	81117432
ENSG00000175879	chr2	176129694	176132695
ENSG00000175893	chr9	14611071	14693471
ENSG00000175895	chr8	95133804	95156684
ENSG00000175899	chr12	9067664	9116229
ENSG00000175906	chr17	43398959	43401137
ENSG00000175928	chr3	3799437	3847703
ENSG00000175931	chr17	76389451	76453206
ENSG00000175938	chr16	30949066	30956461
ENSG00000175970	chr12	120710435	120723640
ENSG00000176014	chr18	12307669	12344320
ENSG00000176018	chr5	90515611	90529584
ENSG00000176022	chr1	1232265	1235041
ENSG00000176024	chr19	51927147	51948759
ENSG00000176046	chr16	28532708	28539174
ENSG00000176055	chr5	90458203	90474768
ENSG00000176058	chr9	137191617	137204193
ENSG00000176087	chr5	140564456	140569103
ENSG00000176095	chr3	49724294	49786542
ENSG00000176101	chr9	137188647	137190370
ENSG00000176102	chr11	33077188	33162371
ENSG00000176105	chr18	721588	812546
ENSG00000176108	chr17	80991598	81009517
ENSG00000176125	chr7	100888723	100889718
ENSG00000176142	chr3	119429500	119468830
ENSG00000176148	chr11	33039417	33105943
ENSG00000176155	chr17	82101460	82212830
ENSG00000176170	chr17	76376584	76387860
ENSG00000176171	chr10	131966455	131982013
ENSG00000176182	chr19	45890020	45902604
ENSG00000176209	chr8	42541155	42555193
ENSG00000176222	chr19	43872363	43901385
ENSG00000176225	chr18	70003031	70205945
ENSG00000176248	chr9	137174784	137188549
ENSG00000176261	chr1	32600172	32650903
ENSG00000176273	chr10	93893973	93956062
ENSG00000176340	chr11	63974607	63976543
ENSG00000176390	chr17	30769388	30824776
ENSG00000176393	chr1	201982372	202006147
ENSG00000176396	chr19	39538705	39540333
ENSG00000176399	chr9	22446841	22455740
ENSG00000176406	chr8	103500748	104256094
ENSG00000176407	chr2	84971093	85059472
ENSG00000176410	chr7	73680969	73683453
ENSG00000176422	chr12	56468567	56479707
ENSG00000176444	chr1	155262868	155278491
ENSG00000176454	chr15	34358618	34367278
ENSG00000176473	chr14	100376418	100530303
ENSG00000176485	chr11	63573195	63616883
ENSG00000176531	chr19	43474954	43504935
ENSG00000176532	chr7	29563811	29567295
ENSG00000176542	chr3	113648385	113696646
ENSG00000176595	chr8	1973878	2006936
ENSG00000176597	chr3	183253244	183298504
ENSG00000176619	chr19	2427638	2456996
ENSG00000176623	chr8	86468257	86514357
ENSG00000176624	chr18	51174550	51218304
ENSG00000176641	chr18	61808063	61894247
ENSG00000176658	chr17	32492522	32877177
ENSG00000176697	chr11	27654893	27722058
ENSG00000176715	chr16	89088375	89155846
ENSG00000176720	chr2	241551424	241574138
ENSG00000176731	chr8	85214076	85220421
ENSG00000176783	chr5	179550558	179610026
ENSG00000176788	chr5	17065598	17276843
ENSG00000176845	chr17	83079691	83095119
ENSG00000176853	chr8	123768456	123815452
ENSG00000176871	chr12	118032694	118062430
ENSG00000176887	chr2	5692667	5701385
ENSG00000176890	chr18	657604	673578
ENSG00000176903	chr14	73711783	73714372
ENSG00000176915	chr12	132725503	132761888
ENSG00000176928	chr5	75025346	75030899
ENSG00000176946	chr2	241584405	241637449
ENSG00000176953	chr16	28950807	28967097
ENSG00000176971	chr11	26994184	26996121
ENSG00000176973	chr11	65572349	65574198
ENSG00000176974	chr17	18327860	18363563
ENSG00000176978	chr9	137110542	137115177
ENSG00000176986	chr10	73744384	73772161
ENSG00000176994	chr17	18315310	18328055
ENSG00000177000	chr1	11785723	11806920
ENSG00000177030	chr11	644233	706715
ENSG00000177034	chr5	79976731	79991265
ENSG00000177042	chr11	695428	705028
ENSG00000177045	chr19	45764785	45769226
ENSG00000177051	chr19	45710629	45730904
ENSG00000177054	chr11	19117099	19176422
ENSG00000177058	chr5	55625845	55773194
ENSG00000177084	chr12	132623753	132687365
ENSG00000177105	chr11	3826978	3840983
ENSG00000177106	chr11	694438	727727
ENSG00000177119	chr12	45215987	45440404
ENSG00000177125	chr9	126860665	126885878
ENSG00000177150	chr18	13663347	13726663
ENSG00000177156	chr11	747329	765024
ENSG00000177169	chr12	131894651	131923167
ENSG00000177189	chrX	20149911	20267519
ENSG00000177192	chr12	131929200	131945896
ENSG00000177200	chr16	53055033	53329150
ENSG00000177225	chr11	767220	777488
ENSG00000177239	chr9	137086927	137109187
ENSG00000177283	chr10	35638249	35642278
ENSG00000177302	chr17	18271428	18315007
ENSG00000177303	chr17	75500261	75515583
ENSG00000177311	chr3	141324213	141449792
ENSG00000177352	chr3	49162535	49166321
ENSG00000177370	chr17	997117	1003671
ENSG00000177374	chr17	2054154	2063241
ENSG00000177380	chr19	49119389	49151026
ENSG00000177383	chr3	184710367	184712002
ENSG00000177410	chr20	49278178	49295738
ENSG00000177425	chr12	79574979	79691097
ENSG00000177426	chr18	3411608	3459978
ENSG00000177427	chr17	18260534	18266552
ENSG00000177432	chr4	88695915	88697829
ENSG00000177459	chr8	98064311	98093610
ENSG00000177463	chr3	14947584	15053600
ENSG00000177469	chr17	42402452	42423517
ENSG00000177479	chr3	48918821	48986382
ENSG00000177485	chrX	120250752	120258398
ENSG00000177542	chr11	790475	798333
ENSG00000177548	chr16	28904421	28936526
ENSG00000177556	chr5	151742316	151772532
ENSG00000177565	chr3	177019340	177228000
ENSG00000177576	chr18	49477250	49487252
ENSG00000177595	chr11	799179	809753
ENSG00000177600	chr11	809647	812880
ENSG00000177606	chr1	58780788	58784327
ENSG00000177613	chr10	51695487	51699591
ENSG00000177628	chr1	155234452	155244699
ENSG00000177646	chr3	128879596	128916067
ENSG00000177663	chr22	17084954	17115694
ENSG00000177666	chr11	818902	825573
ENSG00000177674	chr1	11736084	11754802
ENSG00000177679	chr7	76201900	76287288
ENSG00000177683	chr7	108554543	108569750
ENSG00000177697	chr11	832843	839831
ENSG00000177700	chr11	837356	842545
ENSG00000177706	chr7	192969	260745
ENSG00000177707	chr3	111070071	111275563
ENSG00000177728	chr17	75441159	75500090
ENSG00000177731	chr17	18244836	18258916
ENSG00000177732	chr20	325595	330224
ENSG00000177733	chr5	137745651	137754376
ENSG00000177738	chr5	43014414	43067419
ENSG00000177791	chr10	73631654	73641757
ENSG00000177822	chr4	181874438	182145249
ENSG00000177830	chr11	867860	915058
ENSG00000177853	chr10	96129715	96205288
ENSG00000177854	chrX	153972327	153983195
ENSG00000177875	chr12	48183584	48185926
ENSG00000177879	chr5	115841481	115914081
ENSG00000177885	chr17	75318076	75405709
ENSG00000177888	chr1	197153680	197200542
ENSG00000177889	chr12	93405673	93442262
ENSG00000177917	chr2	152717893	152761253
ENSG00000177943	chr9	136850943	136860799
ENSG00000177946	chr16	89969773	89972832
ENSG00000177951	chr11	167784	207428
ENSG00000177954	chr1	153990755	153992155
ENSG00000177963	chr11	207511	215113
ENSG00000177971	chr15	75639085	75648706
ENSG00000177981	chr12	48147788	48181213
ENSG00000178026	chr22	24585620	24593208
ENSG00000178028	chr1	44213455	44220681
ENSG00000178035	chr3	49024325	49029408
ENSG00000178053	chr3	158571163	158607252
ENSG00000178057	chr3	49020459	49023495
ENSG00000178074	chr2	199911256	199955935
ENSG00000178096	chr1	149887890	149900798
ENSG00000178104	chr1	148808181	149048286
ENSG00000178105	chr11	108665025	108940930
ENSG00000178149	chr3	49015488	49022293
ENSG00000178163	chr4	10439874	10457410
ENSG00000178177	chr4	17841199	18021876
ENSG00000178184	chr18	80157232	80247546
ENSG00000178188	chr16	28846600	28874212
ENSG00000178202	chr11	108472105	108498432
ENSG00000178209	chr8	143915147	143976734
ENSG00000178234	chr7	152025674	152122347
ENSG00000178252	chr3	49007062	49015953
ENSG00000178295	chr2	17753858	17788941
ENSG00000178307	chr17	21197280	21214624
ENSG00000178338	chr5	178859953	178888122
ENSG00000178381	chr7	1152071	1160759
ENSG00000178385	chr2	207821288	208025560
ENSG00000178397	chr7	6329409	6348981
ENSG00000178425	chr6	116100849	116249497
ENSG00000178449	chr12	50111979	50120457
ENSG00000178467	chr3	48989886	49007154
ENSG00000178498	chr12	57604622	57609804
ENSG00000178531	chr19	7924485	7926166
ENSG00000178537	chr3	48856931	48898993
ENSG00000178538	chr8	60187347	60281412
ENSG00000178567	chr3	36985043	36993168
ENSG00000178573	chr16	79585843	79600714
ENSG00000178585	chr1	9848276	9910336
ENSG00000178605	chrX	304529	318819
ENSG00000178607	chr17	64039142	64130819
ENSG00000178662	chr2	165469647	165689407
ENSG00000178691	chr17	31937018	32001045
ENSG00000178694	chr3	94062916	94128545
ENSG00000178695	chr13	76880166	76886390
ENSG00000178700	chr3	94047836	94063389
ENSG00000178718	chr15	74954416	74957464
ENSG00000178719	chr8	143990058	143993415
ENSG00000178726	chr20	23045633	23049741
ENSG00000178741	chr15	74919791	74938168
ENSG00000178761	chr15	74899987	74907121
ENSG00000178764	chr8	122781394	122974512
ENSG00000178773	chr16	89575768	89597246
ENSG00000178802	chr15	74890005	74902219
ENSG00000178814	chr8	144051266	144063965
ENSG00000178860	chr8	71841549	71844468
ENSG00000178882	chr12	123973241	124316024
ENSG00000178896	chr8	144078626	144080647
ENSG00000178904	chr19	32405543	32485895
ENSG00000178913	chr5	141260225	141320821
ENSG00000178921	chr17	8247618	8270491
ENSG00000178927	chr17	82442589	82450829
ENSG00000178935	chr19	57803841	57814913
ENSG00000178950	chr4	849276	932373
ENSG00000178951	chr19	4044364	4066945
ENSG00000178952	chr16	28842411	28846408
ENSG00000178971	chr17	8224821	8248095
ENSG00000178974	chr14	55271303	55361918
ENSG00000178980	chr19	47778572	47784686
ENSG00000178982	chr19	38619082	38636955
ENSG00000178988	chr4	6707701	6709880
ENSG00000178996	chr5	54517759	54546585
ENSG00000179010	chr4	6640091	6642745
ENSG00000179021	chr3	88149743	88168729
ENSG00000179041	chr8	66429028	66430733
ENSG00000179051	chr1	17406760	17439724
ENSG00000179085	chr1	155139891	155140595
ENSG00000179091	chr8	144095027	144097525
ENSG00000179094	chr17	8140472	8156506
ENSG00000179104	chr12	82686880	83134870
ENSG00000179115	chr19	12922479	12934037
ENSG00000179119	chr11	18606401	18634791
ENSG00000179134	chr19	39342396	39385710
ENSG00000179151	chr15	74630558	74696292
ENSG00000179152	chr3	44338119	44409451
ENSG00000179163	chr1	23845077	23868294
ENSG00000179195	chr12	123971845	124015439
ENSG00000179218	chr19	12938578	12944489
ENSG00000179222	chrX	51803007	51902357
ENSG00000179241	chr11	35943981	36232136
ENSG00000179256	chr12	14804650	14814182
ENSG00000179262	chr19	12945855	12953642
ENSG00000179271	chr19	12953119	12957236
ENSG00000179295	chr12	112418351	112509913
ENSG00000179335	chr15	74598500	74645414
ENSG00000179348	chr3	128479427	128493185
ENSG00000179364	chr14	105300563	105398147
ENSG00000179387	chr4	140524158	140553770
ENSG00000179409	chr17	744414	753999
ENSG00000179431	chr11	35618419	35620868
ENSG00000179454	chr14	44924319	45042322
ENSG00000179456	chr1	244048939	244057476
ENSG00000179476	chr14	44897295	44907257
ENSG00000179523	chr15	44527257	44536923
ENSG00000179526	chr8	144098633	144108124
ENSG00000179532	chr11	6497260	6593758
ENSG00000179542	chrX	143622790	143635777
ENSG00000179546	chr1	23191895	23194729
ENSG00000179562	chr7	127580618	127593611
ENSG00000179588	chr16	88453317	88537016
ENSG00000179604	chr17	73283624	73312175
ENSG00000179630	chr13	43879284	43893932
ENSG00000179632	chr8	144104499	144107611
ENSG00000179818	chr2	69962263	70103220
ENSG00000179820	chr19	53866223	53876437
ENSG00000179832	chr8	144148016	144261940
ENSG00000179833	chr2	64631621	64751005
ENSG00000179841	chr14	64465499	64474503
ENSG00000179859	chr17	7913324	7916276
ENSG00000179886	chr8	143597835	143603224
ENSG00000179889	chr16	14974591	15139339
ENSG00000179909	chr19	57697367	57709194
ENSG00000179912	chr12	57253762	57431005
ENSG00000179918	chr16	30443631	30446181
ENSG00000179922	chr19	55620742	55624601
ENSG00000179933	chr14	23094765	23100462
ENSG00000179941	chr12	76344474	76348442
ENSG00000179943	chr19	55591371	55601970
ENSG00000179950	chr8	143816344	143829859
ENSG00000179954	chr19	55488404	55519098
ENSG00000179958	chr16	30423619	30430075
ENSG00000179965	chr16	30407297	30431108
ENSG00000179981	chr18	75210755	75289950
ENSG00000180008	chr14	55027230	55049488
ENSG00000180011	chr18	75195108	75209348
ENSG00000180035	chr16	30378106	30400108
ENSG00000180098	chr1	28553085	28578545
ENSG00000180104	chr5	443158	471937
ENSG00000180155	chr8	142771197	142777810
ENSG00000180182	chrX	40648306	40735858
ENSG00000180185	chr16	1826941	1840207
ENSG00000180190	chr8	489792	545781
ENSG00000180198	chr1	28505943	28539300
ENSG00000180228	chr2	178431414	178451512
ENSG00000180257	chr19	52949379	52962911
ENSG00000180263	chr12	95076749	95217482
ENSG00000180287	chr1	242082986	242524696
ENSG00000180304	chr15	64687573	64703281
ENSG00000180329	chr17	44673069	44689779
ENSG00000180340	chr17	44557459	44559570
ENSG00000180346	chr4	89111500	89114899
ENSG00000180354	chr7	30134810	30162762
ENSG00000180357	chr15	64460742	64686068
ENSG00000180370	chr3	196739857	196832647
ENSG00000180376	chr3	56557161	56621818
ENSG00000180398	chr2	46901870	46941855
ENSG00000180423	chr11	46602861	46617909
ENSG00000180447	chr9	86944363	86947189
ENSG00000180488	chr1	77779624	77879539
ENSG00000180530	chr21	14961235	15065936
ENSG00000180573	chr6	26124145	26139116
ENSG00000180596	chr6	26114873	26123926
ENSG00000180611	chr3	192796815	192918161
ENSG00000180628	chr10	91163012	91284331
ENSG00000180667	chr1	207043849	207052980
ENSG00000180694	chr8	90621995	90791632
ENSG00000180720	chr11	46385098	46386608
ENSG00000180739	chr19	10512742	10517931
ENSG00000180758	chr1	9100305	9129170
ENSG00000180773	chr11	93144171	93197964
ENSG00000180776	chr13	21372573	21459370
ENSG00000180801	chr4	113900284	113979727
ENSG00000180806	chr12	53994895	54003337
ENSG00000180817	chr10	70202830	70233911
ENSG00000180818	chr12	53985065	53990279
ENSG00000180822	chr6	3231403	3303373
ENSG00000180875	chr1	240489573	240612149
ENSG00000180879	chrX	153793516	153798505
ENSG00000180891	chr17	57861243	57955323
ENSG00000180900	chr8	143790920	143815379
ENSG00000180901	chr17	75032575	75065889
ENSG00000180902	chr2	241734579	241768816
ENSG00000180917	chr16	71281389	71289715
ENSG00000180921	chr8	143723933	143733801
ENSG00000180957	chr22	27851669	27920134
ENSG00000180964	chrX	103252995	103255203
ENSG00000180979	chr15	42537820	42548802
ENSG00000180992	chr6	44113454	44127457
ENSG00000181004	chr4	122732702	122744943
ENSG00000181019	chr16	69706996	69726951
ENSG00000181026	chr15	88621296	88632282
ENSG00000181027	chr19	46746046	46776988
ENSG00000181035	chr19	19063999	19112888
ENSG00000181038	chr17	76726830	76733936
ENSG00000181045	chr17	80219699	80253500
ENSG00000181061	chr3	42784298	42804531
ENSG00000181090	chr9	137618963	137870016
ENSG00000181104	chr5	76716043	76735781
ENSG00000181135	chr8	143684452	143713898
ENSG00000181163	chr5	171387116	171411137
ENSG00000181191	chrX	69160851	69165793
ENSG00000181192	chr10	12068972	12123225
ENSG00000181195	chr8	56436674	56446734
ENSG00000181218	chr1	228456979	228457873
ENSG00000181220	chr7	149472696	149497817
ENSG00000181222	chr17	7484366	7514616
ENSG00000181264	chr11	120325129	120333682
ENSG00000181274	chr10	97332497	97334709
ENSG00000181284	chr17	7435443	7437679
ENSG00000181396	chr17	82389223	82418637
ENSG00000181404	chr9	14521	73865
ENSG00000181458	chr3	100492619	100577444
ENSG00000181467	chr3	153162270	153170620
ENSG00000181472	chr6	151364117	151391548
ENSG00000181481	chr17	30968785	30999911
ENSG00000181523	chr17	80206716	80220923
ENSG00000181541	chr4	150581922	150584693
ENSG00000181555	chr3	47016429	47163967
ENSG00000181588	chr19	1554669	1568058
ENSG00000181610	chr17	57834781	57850056
ENSG00000181634	chr9	114784635	114806126
ENSG00000181638	chr8	143246821	143262705
ENSG00000181649	chr11	2928273	2929455
ENSG00000181666	chr19	37312837	37369365
ENSG00000181690	chr8	56160904	56211324
ENSG00000181704	chrX	68498323	68537285
ENSG00000181722	chr3	114314501	115147271
ENSG00000181744	chr3	143971798	144048719
ENSG00000181788	chr3	150741127	150763477
ENSG00000181789	chr3	129249606	129277773
ENSG00000181817	chr1	36391238	36397892
ENSG00000181827	chr15	56087280	56243266
ENSG00000181830	chr11	45804072	45813015
ENSG00000181852	chr12	56202175	56221933
ENSG00000181873	chr1	228165815	228182257
ENSG00000181894	chr19	58126252	58155110
ENSG00000181904	chr5	134845680	134859737
ENSG00000181915	chr10	62804857	62808483
ENSG00000181924	chr11	73872667	73876988
ENSG00000181929	chr12	49002274	49019197
ENSG00000181982	chr4	24806117	24980204
ENSG00000181991	chr15	88467453	88480773
ENSG00000182004	chr1	203861603	203870550
ENSG00000182013	chr19	46466491	46471563
ENSG00000182022	chr10	124007666	124093607
ENSG00000182054	chr15	90083045	90102504
ENSG00000182087	chr19	1009648	1021179
ENSG00000182093	chr21	39380244	39428528
ENSG00000182095	chr7	5306790	5425414
ENSG00000182117	chr15	34341713	34343177
ENSG00000182118	chr1	231018958	231040246
ENSG00000182134	chr1	151770107	151791416
